annual_salary,other_income,investments,deductions,age,tax_paid
4998757,401051,24248,58028,41,1448469.98
4075010,486383,150000,73608,27,1142788.92
4976415,100153,150000,13348,51,1322324.64
2239660,275731,127521,46678,34,519851.9
2219450,231329,68008,13952,59,528471.53
4900858,57732,60309,318,59,1317564.46
2171140,51921,43237,77354,29,445370.64
4061607,438715,126967,26011,43,1145771.33
3728434,117734,150000,18787,32,936742.87
4324390,392248,8104,63428,49,1238673.07
2856222,137912,83230,12516,58,693697.06
1327109,496586,90266,99032,59,299331.86
4634315,458293,34980,34055,42,1356754.78
1753744,31440,74990,8752,24,320249.9
4466988,35183,150000,66911,27,1126401.12
1988220,358316,9554,80506,60,493420.51
4211718,133461,91049,59850,28,1098015.36
4213582,448292,150000,98328,55,1166426.35
3072875,114515,150000,17538,29,731593.82
2030288,385327,48167,12657,33,524094.79
2041646,328443,150000,17843,59,476500.75
4169579,220533,67238,81119,40,1112827.56
1796246,485301,150000,21491,41,447737.47
2019239,115503,17038,46431,39,435637.18
2450618,39023,150000,63475,22,499563.79
4628622,181101,135343,42180,64,1234646.4
2669930,302085,27397,18540,60,702336.34
331936,482209,74491,71515,50,37572.91
2179746,447166,29602,60635,43,580842.6
2669970,383821,54471,7943,60,722709.62
1496573,218031,150000,8911,33,274776.22
3735647,76054,150000,40254,53,919291.46
2778682,327507,97081,99409,52,697226.09
1704900,61742,23116,63000,48,313724.11
3590664,491112,6674,69305,44,1039208.66
1821788,45215,148541,2479,62,324786.7
4804229,310001,5446,10112,48,1380185.66
391896,317620,124809,70267,50,11150.88
4807765,159245,20760,62612,61,1313095.06
1283329,402611,1963,76897,49,290808.96
2580612,321912,108281,46809,54,646599.41
433979,241443,150000,32205,42,10047.28
478104,477959,5177,90105,45,77642.45
2198547,103591,11160,72604,34,481532.69
4244630,249045,102876,6557,30,1157283.5
4325279,46229,7543,36098,30,1139694.5
4991882,419855,107211,38790,28,1432309.63
4529454,373850,39278,34826,34,1296110.4
1195893,62583,150000,22074,58,128357.42
3396247,255931,148293,87691,52,855252.53
2039050,159996,134395,96320,52,403519.27
2870492,126011,52105,32401,23,697943.06
2655257,466185,76151,11565,40,735922.51
3177299,292248,66968,90236,33,822851.02
3134317,240660,150000,64702,43,775405.8
4166914,299738,63830,49926,39,1147503.55
3503481,265808,73967,80873,36,917108.09
4737454,272672,139402,11112,56,1305598.94
1746064,159262,150000,79297,55,312321.05
3440641,197105,8611,8885,27,918918.0
2915548,454377,13872,1376,57,836059.22
979091,204249,49455,5939,28,141319.15
2566789,128404,34930,41949,45,606313.97
2366791,463395,72022,2846,43,649059.22
3577180,201664,62714,72353,30,926258.42
1906930,295043,124906,7430,50,435126.74
1164795,333123,150000,26328,53,201736.08
2783236,17241,108722,11151,31,625748.45
1778458,308355,66704,59797,55,401017.34
2009771,63472,415,27619,47,427505.21
469515,205320,76441,34484,23,15893.28
1820179,466973,111736,27664,28,459498.62
3997267,31346,70779,6780,33,1022128.85
871986,81196,88444,68867,62,64141.17
2534482,366595,104448,28604,23,653023.8
3221786,208196,9888,17762,40,850927.58
337900,365052,150000,23765,55,11917.72
4713962,435436,124790,63726,33,1337195.18
4894668,149014,58765,37043,40,1333136.69
1484283,311311,150000,87458,44,275538.43
4018971,298517,15935,59051,29,1113060.62
1703061,329287,73002,89230,50,372876.19
713066,120623,80631,10556,45,53040.42
4208146,372157,1320,79091,36,1193366.3
2561331,2016,46032,10004,28,571681.03
1358343,331254,77763,58956,64,273897.94
2731113,439525,148979,20810,48,725664.89
741529,7274,38002,62000,32,33550.61
2874415,15748,150000,76724,44,620392.97
4548530,413391,38912,247,49,1325301.74
2353548,497926,552,20762,35,672409.92
1741019,11826,20140,45995,38,315653.52
318920,345152,85591,59423,27,11391.02
606547,129288,150000,79347,33,10737.38
1859090,427345,33367,69277,39,470742.79
1857583,201081,24061,61969,63,404861.81
263014,251054,96590,29052,25,4598.15
3909362,416706,42124,49214,46,1110635.76
1435382,367767,150000,34319,22,294474.96
4732889,172507,133054,71842,53,1255956.0
3391849,206089,116322,68541,57,854279.4
4082506,401736,106134,68858,45,1133886.0
2619493,223023,35765,81544,45,639664.58
556778,345250,82606,40765,59,60560.66
1497682,192949,96422,24870,50,279033.77
3332293,413014,109910,12466,61,919754.47
1741037,316782,54681,45284,24,400250.45
4232371,69072,150000,50034,39,1069039.61
2802352,67309,62349,33161,47,654935.11
1731817,160966,100063,68275,59,327426.84
2215074,456179,63474,60811,44,584054.02
4920058,386868,150000,53565,57,1381648.63
4162931,185639,22592,61314,45,1119975.17
4740334,389987,112196,53626,49,1338323.69
2002502,35326,23618,78730,51,393269.76
1662538,186131,51632,69767,55,328308.24
2226819,267223,146481,51929,48,505637.18
2274520,419054,9529,93804,58,597555.19
2632665,383556,122164,66937,64,671461.44
4134053,87340,24154,8086,24,1096415.74
932722,440325,32882,62582,48,188005.9
1991396,347355,44917,99209,51,474123.0
1400847,418810,82488,66065,43,310784.45
1234104,304893,15701,40779,34,251945.3
2650700,167364,68225,23462,48,640029.62
4075416,118192,119278,47769,34,1045687.03
4218293,336678,150000,55878,21,1146317.02
1416053,251749,2988,16956,63,303531.7
4301599,341377,35919,82563,52,1201042.13
1894000,51818,150000,85991,61,322866.02
1590598,374054,150000,44555,38,341670.26
4746925,13429,9013,45602,25,1257590.57
2769849,57748,150000,5605,62,623061.5
931658,48807,134646,76213,35,58678.05
3996315,269284,7838,16938,62,1112536.78
3975702,325370,31368,59502,36,1102983.02
4290284,238161,32228,52545,56,1175825.66
2599771,408117,150000,43534,56,667478.45
2655918,350959,46097,15009,60,708480.55
4005721,290669,150000,30246,50,1073636.93
2566304,282635,150000,28185,58,622675.25
510435,199888,145895,94831,43,8819.04
358477,166052,150000,91055,31,0.0
2595682,226597,129802,86488,45,602468.57
3930370,8078,38333,46642,63,991683.58
2637839,91654,4435,9185,22,636752.38
3888173,129101,38418,64366,55,1010720.88
1546652,482737,57955,19843,44,398296.39
4128685,441920,59507,17505,33,1191401.02
2180407,16997,51033,28022,62,450324.89
3477746,473026,72972,61609,57,980051.59
1001125,131940,102012,54261,50,101772.74
2586537,419614,47219,16439,31,707457.82
3198778,212650,150000,80196,43,781944.38
2893695,359500,150000,74385,48,734388.72
1968693,375855,150000,95164,49,444407.81
2191161,283390,146595,90371,35,487526.52
4062949,151633,32326,70272,23,1072339.01
1510015,409470,112626,35377,29,342102.38
4056600,34512,150000,3909,28,1017807.34
4713257,493776,131197,14867,53,1368422.33
301894,482748,66735,64685,54,34470.18
1608277,225226,104396,794,29,328633.66
2733200,208467,16375,83481,37,676045.03
1804592,320009,133783,58527,61,392274.79
4674024,416796,150000,15369,21,1326140.71
3767945,464175,150000,23807,60,1055593.66
3866569,365537,9182,10856,25,1103565.22
3429112,72144,93177,6795,50,850600.61
1248966,173557,95066,94921,31,173951.23
4800549,443837,124401,31063,48,1377143.66
4416794,117363,88148,60951,58,1157538.1
1032307,312809,150000,38260,37,150339.07
2289632,201484,103806,10149,43,531074.23
2040875,181675,143992,92205,38,409142.14
4999412,152110,22144,26328,57,1381551.6
2568417,93542,120270,69098,47,560848.39
4395843,363455,133637,33623,45,1222115.86
3755971,489562,88909,42255,25,1073083.13
4206389,276469,150000,36389,39,1129898.33
512579,166964,150000,4206,47,11717.52
4273542,394969,130661,99342,33,1174214.5
1763825,488283,33799,63565,27,461680.13
3718920,149068,150000,20897,46,942892.39
4228604,330955,34510,79687,34,1176352.94
3677794,205355,87919,4370,47,972148.32
1724631,438427,113043,24045,28,421502.64
1391890,116737,150000,87236,51,186073.99
2545251,456036,53242,87770,55,681805.8
3092531,262968,46546,52584,47,805387.13
3023978,407096,150000,48671,24,797909.74
4383583,240417,69939,15326,62,1205485.32
1106395,117718,121265,67777,24,113894.77
4028239,328761,4897,30639,38,1137696.77
4730734,273661,131235,60874,43,1290833.23
3623994,152755,52540,39766,52,938946.22
2144606,410092,30030,21278,32,570457.68
2507600,365212,55313,71980,40,646001.93
1170278,449570,128070,68551,32,233446.82
695919,467018,29870,80439,28,117819.94
3481837,207791,116565,39583,42,891845.76
3148134,249120,124703,93679,47,781208.06
2509608,254322,150000,70400,61,582981.36
1547203,479818,150000,9676,61,372011.64
666589,377160,57255,4234,37,102910.08
2593365,209485,92407,21340,52,628400.14
1387018,272126,117952,84259,53,243963.1
1892737,467720,150000,8526,51,476402.47
2467357,419814,150000,72378,26,620815.42
1999971,145711,150000,34626,59,401249.47
1344337,70210,150000,1207,29,183562.08
1624473,69852,109396,82844,62,258050.52
3450428,375762,23674,62420,52,956309.95
3782334,255139,137662,52097,56,989886.77
773881,9695,150000,64414,36,16985.7
1218454,48582,40426,5429,32,170408.47
4078551,293238,49584,53591,61,1121207.57
3501394,191707,150000,7591,23,892479.12
3027364,284331,73251,38660,47,787732.61
3554513,380157,69353,77313,47,971257.25
2635678,128721,95029,40459,29,609620.23
1876644,106683,82990,78084,37,357942.94
3326813,263358,4600,62099,25,888723.26
1813560,286084,150000,62848,46,378080.35
2493673,44406,108286,97591,41,517047.02
3675488,484437,33762,78405,21,1052300.5
3220745,436697,119006,89399,21,865499.54
4844068,147049,150000,4661,55,1298374.27
3502923,438055,138742,44802,29,961719.41
3395741,451090,17341,18782,43,978340.9
2698714,320558,95140,49179,58,686385.34
416486,363584,84074,1898,61,42972.38
626888,418754,17015,78455,24,96235.78
3756597,235994,110180,40068,39,988211.02
1035988,365713,150000,67963,57,158726.26
750428,187313,124581,99929,25,46952.05
4657632,204573,150000,76303,48,1235801.42
2289706,206205,49849,83956,62,526377.07
1928782,60481,114719,58654,43,355957.68
4505665,238084,15852,36123,58,1253233.49
3089190,289884,55361,56198,43,808864.68
597172,325472,111794,52872,38,56259.42
814673,465321,150000,4902,49,140428.7
455658,443859,62355,26850,48,67144.9
1690641,496733,150000,48554,29,409911.84
1930283,274025,150000,43034,59,416917.49
954085,299140,124773,64843,30,121246.01
951993,163249,27410,87156,22,106740.61
925571,122196,140967,8280,33,85492.16
1028282,37177,33924,80490,58,96417.36
671761,66126,112622,46814,47,18917.81
3635715,318675,70831,57465,61,983141.33
4302748,26119,143336,46973,40,1080630.1
2774469,117744,28038,37729,60,671251.15
517942,116894,116936,32800,30,9625.2
4094456,158987,9136,74423,36,1090403.81
4045204,395924,13213,97143,35,1140600.86
537462,431965,108546,97677,33,57346.43
4128207,44989,27431,78871,58,1058270.93
4744350,284250,42290,71713,40,1322754.26
621773,279275,150000,41206,44,46247.14
2630630,308697,96815,3926,61,675038.83
4763167,451360,130374,60445,27,1356796.9
3030514,6553,42747,43056,43,710194.37
2995126,17881,75974,75690,44,682139.02
4466399,1379,79763,68495,49,1137090.24
2927364,352935,129132,84147,25,746310.24
3823638,367808,72994,34161,63,1063698.79
2917892,69306,69015,59251,55,681386.78
287593,412942,145959,18407,21,12280.79
891252,243825,51,78561,56,119017.08
1102473,402304,67695,71600,38,215430.38
326202,427530,28491,56714,26,37653.62
2374758,448257,16080,6639,43,663092.35
3469497,104512,34880,2478,30,892835.11
318542,278494,150000,64546,27,4289.48
1617158,99599,111056,73465,64,267457.63
2035932,81397,47361,97862,28,404697.07
2872762,341653,87685,62876,33,745322.45
1843906,17769,80875,88373,50,317437.22
3916434,178321,94841,41941,38,1024287.58
655433,476078,150000,29974,34,96519.7
290140,101584,147665,44183,31,0.0
1715554,308509,147239,8418,62,372342.67
1784645,312329,88091,83186,58,390217.46
1647307,133858,33005,57148,33,316995.74
3946962,231609,65471,79919,62,1047752.47
3430786,126525,126718,31708,64,849852.12
4876103,394836,106379,32924,53,1390470.43
3651001,36303,50728,23382,33,916716.53
3616403,19589,139763,26649,45,871908.96
1998594,265026,9756,96676,44,462442.66
3821420,455464,123670,98099,49,1054595.88
2589127,180394,36308,30373,56,632686.08
4143439,129236,64079,82680,26,1076685.79
2095618,417740,65524,74501,38,529879.9
4840239,271889,150000,22791,48,1330473.14
3077448,495417,9327,58896,25,882848.3
1451661,15861,150000,23115,38,193254.98
3664524,91707,150000,17341,57,909133.68
1314100,484951,105561,16637,27,312578.14
1709390,316405,94436,24269,29,384412.08
2207878,255043,16533,83489,55,526624.49
4912037,133909,97417,93330,32,1304222.09
515617,336279,93318,23877,60,51417.81
2004053,474663,150000,40273,64,503394.22
1293015,54380,150000,56035,59,145504.32
4670756,348233,40429,12405,44,1338840.36
291563,105025,150000,93348,29,0.0
3048768,180903,86348,62309,32,750676.37
1545801,220421,73065,41767,56,304633.68
3027754,431471,150000,9973,57,818766.62
1782701,244497,150000,58565,29,356813.5
1890992,160592,93396,89461,59,372442.82
4562200,422757,13654,23091,42,1333242.14
1217497,458988,133180,19584,37,264800.95
4059949,420566,69483,74607,53,1142364.6
4424367,44397,7899,70624,44,1159155.19
3939469,339229,144444,16550,35,1074123.65
454371,326009,150000,2063,49,29289.94
3283128,318100,95909,92816,52,854100.94
2399318,420669,104971,73839,53,613447.22
3294510,455561,150000,11631,49,908993.28
1362180,362871,91724,1125,35,298647.02
620888,406122,150000,35409,47,73653.01
1563133,277132,29295,50581,54,338641.37
390285,158795,150000,22485,24,3982.94
3396699,33800,80565,78330,38,810140.45
2717649,432323,49574,83554,41,730655.33
2411130,158502,101067,74398,28,536380.1
1407739,425751,150000,1690,26,314121.6
2401016,199548,30066,15740,40,586484.5
3328411,257653,140017,48643,22,849390.05
4788599,349473,29418,88560,42,1355669.33
2916826,471014,82607,85877,41,793839.07
1688543,52284,49874,9156,26,314120.66
2902303,56232,112158,37214,52,665858.86
2637587,44420,148202,96589,26,549811.39
3352963,299854,86257,63389,33,882389.35
1311288,465713,130538,75694,21,279479.93
3498273,92035,150000,2808,42,861900.0
1971503,433714,150000,62987,44,473375.76
4520153,293427,49635,70938,61,1253618.18
4649797,197241,113023,67500,50,1245352.68
804111,465574,99837,62167,42,134996.47
1352791,193529,17404,60734,64,247472.78
4111087,249863,72629,17206,32,1121987.88
2643869,25968,13156,9629,46,615280.22
947948,62508,150000,32337,24,70848.75
2759244,235863,49999,87095,39,681100.06
1031635,194292,144857,63829,36,110186.13
1667217,375579,150000,69401,32,358299.24
2944686,85366,14694,69830,53,708404.74
3430545,5738,150000,46939,41,800075.33
431414,3098,69549,12965,56,2703.9
4651116,95424,150000,12228,29,1219705.34
2263729,204705,32799,48419,59,534211.39
2602110,78672,90288,96913,62,567397.27
1843083,300388,142228,49229,28,398428.37
2215726,139325,141376,12822,40,476066.14
3602862,316477,40645,30070,30,990170.69
1610808,125349,150000,68723,52,262839.41
4381430,50969,150000,7135,48,1123282.37
221650,90744,77614,79044,30,0.0
1604962,201495,133387,99093,28,280480.82
3223846,117286,98369,99626,53,770058.74
2073204,437627,12420,39441,33,556598.64
3113293,75028,18312,39884,64,765999.0
2539189,297565,21395,91603,55,639211.87
406251,394670,40301,18043,49,53056.02
4044328,410738,46972,96108,25,1134739.63
4270101,38575,63294,75043,23,1090545.77
4713207,3192,80853,3062,57,1234735.01
1616693,111116,120135,90236,61,262840.66
1094801,448484,150000,52214,26,207814.15
1924854,390018,82504,83990,62,459693.94
582811,81311,22854,53409,36,20874.67
4895995,403618,121373,10868,55,1401620.06
1208314,471826,70780,68089,38,270276.55
4608608,80781,150000,95089,31,1176021.6
2693330,36527,106458,94047,43,578557.82
1917787,52181,57103,17428,31,380776.34
4596208,91472,63620,71493,49,1209800.9
911716,420218,89590,70114,62,155135.76
2967257,81219,84124,38389,47,702300.46
3035623,405676,44590,34734,29,838336.2
1899660,119783,100196,76084,55,364466.86
545430,161554,72554,65107,29,17019.18
1028411,409663,141693,86889,38,166761.5
2057845,179300,117781,84170,64,424380.53
2705365,83265,973,11679,41,655505.14
2139983,50126,58786,47743,56,439476.96
1047405,282689,104919,24717,21,163942.9
2491947,55114,37097,25579,47,564528.12
433462,355884,121403,64102,60,24198.93
3186068,206422,34245,92266,58,808385.45
2168921,188873,150000,34782,49,467379.74
3601447,276034,54841,70160,60,960173.76
2850196,121284,25346,23103,39,701385.67
3988264,314626,105633,91080,44,1070527.22
3900357,194469,71980,53077,64,1027967.93
610226,394956,90417,28534,21,82936.05
1964694,423337,150000,38636,56,475611.24
2007254,142290,76942,99108,43,405130.13
1872349,333735,105147,50486,33,429140.71
331562,88241,90975,94096,50,0.0
1252305,296866,5972,33435,57,260446.37
4652664,311575,48063,33152,31,1312903.49
3367126,182615,150000,58952,27,831726.17
2593946,304144,130017,19638,55,646911.72
3611031,334119,57055,16396,31,997370.09
560306,30921,150000,40494,63,5238.12
2924274,361409,142003,26783,60,761871.86
1794502,350891,138774,5403,41,413779.39
4133233,161686,84834,64052,23,1082962.3
1688303,192261,150000,23838,50,321898.51
718490,17601,57450,38919,44,31662.18
2273946,93332,65252,77895,58,483328.87
2760244,385398,46904,47995,23,741231.82
4429228,202615,52320,22614,57,1211155.61
1461368,413730,31000,75593,53,341173.56
2103124,476528,95341,100,42,564473.83
2992537,460828,2599,94191,51,836651.4
3347887,484102,87636,61720,32,938381.5
4864496,381148,150000,70514,34,1357240.56
1787542,235572,150000,10988,32,370383.31
4062163,409508,18,80067,47,1159574.83
1840027,424726,131930,77167,33,430764.67
3026267,290144,150000,77229,44,753224.78
354536,130439,150000,38148,58,0.0
4969729,239691,70916,13823,29,1388300.47
4817752,119277,150000,24696,28,1275247.9
3145081,292527,119193,11629,57,821117.23
2798385,142857,58770,3856,35,687528.19
